Main_Genre,Genre_2,Genre_3,imdb_rating,length,rank_in_year,rating,studio,title,worldwide_gross,year
Action,Adventure,Drama,7.4,154,6,PG-13,Paramount Pictures,Mission: Impossible - Fallout (Dominion),"$251,005,706",2021
Thriller,Crime,Action,7.3,128,6,PG-13,Universal Pictures,Fast & Furious 6 (Origins),"$764,258,796",2016
Animation,Comedy,Animation,8.2,94,8,PG,Walt Disney Pictures,Tangled (Legacy),"$475,213,953",2015
Thriller,Crime,,7.1,125,7,R,Walt Disney Pictures,Ransom (Dominion),"$348,861,953",2003
Crime,Adventure,Action,5.9,141,6,PG-13,Metro-Goldwyn-Mayer,Die Another Day (Reckoning),"$373,115,751",1997
Fantasy,Adventure,Action,7.5,127,6,PG-13,Universal Pictures,The Mummy (Legacy),"$460,827,966",2003
Drama,Crime,,8.6,132,4,R,Warner Bros,Dog Day Afternoon (Evolution),"$56,463,359",1981
War,Drama,,8.8,183,10,R,Universal Pictures,The Deer Hunter (Reborn),"$57,657,181",1984
Sci-Fi,Adventure,Action,8.7,153,1,PG-13,Walt Disney Pictures,The Avengers (Dominion),"$1,635,254,062",2013
Animation,Adventure,Action,8.5,124,4,PG,Pixar,The Incredibles (Rising),"$591,784,128",2006
Sci-Fi,Adventure,Action,6.0,149,4,PG-13,Paramount Pictures,Transformers: Revenge of the Fallen (Revolution),"$888,320,844",2007
Comedy,Animation,Adventure,7.2,95,8,PG,20th Century Fox,Ice Age (Rising),"$358,869,817",1998
Action,Comedy,,7.4,130,5,R,20th Century Fox,Deadpool 2 (Reborn),"$355,122,833",2020
Drama,Crime,Action,6.8,133,10,PG-13,Paramount Pictures,Clear and Present Danger (Rising),"$187,571,897",1994
Family,Comedy,Adventure,6.2,128,3,PG,20th Century Fox,Home Alone 2: Lost in New York (Return),"$421,880,954",1991
Horror,Fantasy,Comedy,6.0,117,10,R,Warner Bros,The Witches of Eastwick (Origins),"$68,833,500",1982
Comedy,,,5.7,81,5,R,20th Century Fox,Porky's (Reckoning),"$111,816,867",1985
Comedy,,,6.4,86,9,PG-13,20th Century Fox,Hot Shots! (Dominion),"$191,245,130",1990
Thriller,Adventure,Action,6.7,100,3,PG-13,Paramount Pictures,Mission: Impossible (Redux),"$412,903,930",2002
Sci-Fi,Adventure,Action,5.3,123,9,PG-13,20th Century Fox,Planet of the Apes (Origins),"$335,407,012",1999
Family,Drama,Comedy,7.0,115,10,PG,Columbia Pictures,Annie (Evolution),"$46,607,082",1986
Action,Adventure,Drama,7.5,118,8,PG-13,Walt Disney Pictures,Thor: Ragnarok (Reborn),"$310,831,314",2017
Comedy,Animation,Adventure,6.3,97,6,PG,DreamWorks,Madagascar (Reckoning),"$618,541,099",2005
Sci-Fi,Comedy,Action,6.7,97,10,PG-13,Columbia Pictures,Men in Black 3 (Revolution),"$610,114,982",2011
Thriller,Comedy,Action,7.0,151,3,R,20th Century Fox,True Lies (Legacy),"$444,719,760",1999
Romance,Drama,,8.9,135,9,R,DreamWorks,American Beauty (Reckoning),"$306,821,414",2000
Fantasy,Adventure,Action,5.7,163,9,PG-13,Warner Bros,Superman Returns (Evolution),"$465,219,719",2012
Romance,Comedy,,6.4,94,9,PG,IFC Films,My Big Fat Greek Wedding (Reckoning),"$405,902,691",1997
Fantasy,Adventure,Action,6.3,122,3,PG-13,Walt Disney Pictures,Pirates of the Caribbean: On Stranger Tides (Evolution),"$1,071,778,018",2018
Action,Adventure,Drama,8.3,133,1,PG-13,Walt Disney Pictures,Rogue One: A Star Wars Story (Reckoning),"$503,131,645",2021
Comedy,Adventure,Action,6.1,104,5,PG,20th Century Fox,Night at the Museum (Revolution),"$572,107,440",2003
Animation,Animation,Adventure,8.4,92,9,G,Pixar,WALL-E (Evolution),"$452,421,195",2013
Comedy,,,8.2,98,3,R,Universal Pictures,National Lampoon's Animal House (Revolution),"$114,249,635",1980
Drama,Adventure,Action,6.9,133,2,PG-13,Warner Bros,Robin Hood: Prince of Thieves (Legacy),"$461,407,739",1993
Action,Adventure,Mystery,6.7,138,5,PG-13,Universal Pictures,Furious 7 (Reborn),"$409,581,979",2011
Animation,Comedy,Animation,7.5,106,8,PG,Walt Disney Pictures,Tangled (Reckoning),"$631,702,078",2011
Sci-Fi,Adventure,Action,6.2,112,9,PG-13,20th Century Fox,Planet of the Apes (Evolution),"$359,898,770",2007
Animation,Adventure,Action,7.1,85,6,PG,Paramount Pictures,Kung Fu Panda 2 (Legacy),"$550,492,009",2014
Fantasy,Adventure,Action,7.0,141,7,PG-13,Columbia Pictures,The Amazing Spider-Man (Dominion),"$649,745,566",2015
Romance,Drama,Crime,7.8,111,8,R,Paramount Pictures,Witness (Revolution),"$80,913,071",1980
Comedy,,,7.1,94,6,R,Warner Bros,Police Academy (Dominion),"$66,388,377",1984
Family,Comedy,Adventure,7.3,108,10,G,Metro-Goldwyn-Mayer,The Muppet Movie (Origins),"$57,759,215",1976
Action,Adventure,,5.6,111,9,PG-13,Warner Bros,Suicide Squad (Revolution),"$291,840,883",2017
Sci-Fi,Horror,,8.1,119,6,R,20th Century Fox,Alien (Origins),"$82,968,718",1985
Romance,Music,Drama,7.1,125,3,R,Warner Bros,A Star Is Born (Origins),"$75,766,481",1977
Romance,Drama,Adventure,5.8,118,9,R,Columbia Pictures,The Blue Lagoon (Origins),"$61,856,894",1981
Thriller,Sci-Fi,Drama,7.7,108,7,PG-13,Warner Bros,I Am Legend (Rising),"$519,118,058",2014
Sci-Fi,Drama,,7.9,151,3,PG,Columbia Pictures,Close Encounters of the Third Kind (Origins),"$101,517,249",1982
Action,Adventure,Drama,6.5,144,4,PG-13,Universal Pictures,Jurassic World: Fallen Kingdom (Dominion),"$340,389,503",2016
Fantasy,Family,Adventure,8.1,140,3,PG-13,Warner Bros,Harry Potter and the Deathly Hallows - Part 1 (Evolution),"$1,042,117,192",2015
Romance,Drama,Comedy,7.9,107,10,PG,Metro-Goldwyn-Mayer,Annie Hall (Reckoning),"$34,175,175",1982
Comedy,Animation,Adventure,7.5,86,1,G,Walt Disney Pictures,Aladdin (Redux),"$560,248,107",1987
Action,Adventure,Comedy,8.2,135,5,PG-13,Walt Disney Pictures,Guardians of the Galaxy Vol. 2 (Legacy),"$387,512,827",2021
Sci-Fi,Adventure,Action,6.7,131,7,PG-13,Paramount Pictures,Iron Man 2 (Redux),"$635,965,199",2015
Sci-Fi,Comedy,Action,7.4,110,10,PG-13,Columbia Pictures,Men in Black 3 (Rising),"$602,046,047",2010
Romance,Drama,Biography,7.6,176,5,PG,Universal Pictures,Out Of Africa (Evolution),"$94,381,239",1983
Sci-Fi,Comedy,Adventure,7.8,121,3,PG,Universal Pictures,Back to the Future Part II (Revolution),"$308,232,134",1995
Thriller,Crime,,6.9,136,7,R,Walt Disney Pictures,Ransom (Legacy),"$345,988,967",2001
Comedy,,,6.5,85,6,R,Warner Bros,Police Academy (Return),"$96,154,726",1979
Romance,Horror,,7.9,116,9,R,Columbia Pictures,Bram Stoker's Dracula (Return),"$200,537,714",1989
Drama,Adventure,Action,7.0,178,5,PG-13,Universal Pictures,King Kong (Legacy),"$478,274,751",2009
Action,Adventure,Drama,6.7,145,1,PG-13,Walt Disney Pictures,Star Wars: The Last Jedi (Reborn),"$668,453,709",2018
Action,Adventure,,6.9,146,10,PG-13,Sony Pictures,Spectre (Evolution),"$222,574,465",2012
Crime,Comedy,Animation,7.3,105,2,PG,Walt Disney Pictures,Who Framed Roger Rabbit (Legacy),"$170,547,850",1988
War,History,Drama,7.7,166,7,PG,Metro-Goldwyn-Mayer,A Bridge Too Far (Revolution),"$40,848,559",1979
War,Drama,Biography,7.2,138,10,R,Universal Pictures,Born on the Fourth of July (Redux),"$128,878,513",1993
Fantasy,Family,Adventure,6.9,141,2,PG-13,Warner Bros,Harry Potter and the Order of the Phoenix (Return),"$1,058,732,979",2006
Fantasy,Family,Adventure,6.5,110,10,PG,Sony Pictures,Jumanji (Reckoning),"$214,996,004",1994
Fantasy,Adventure,Action,7.0,165,1,PG-13,Walt Disney Pictures,Pirates of the Caribbean: Dead Man's Chest (Reborn),"$914,260,227",2013
Thriller,Mystery,Adventure,6.0,117,8,PG,Columbia Pictures,The Deep (Redux),"$44,170,075",1976
Romance,Drama,Action,6.6,194,6,PG-13,Walt Disney Pictures,Pearl Harbor (Revolution),"$360,664,623",1999
Action,Adventure,Drama,7.0,136,6,PG-13,Sony Pictures,Spider-Man: Homecoming (Evolution),"$324,101,780",2020
Comedy,Animation,Adventure,8.1,110,1,G,Walt Disney Pictures,Toy Story 3 (Redux),"$1,073,363,733",2009
Romance,Drama,,5.9,118,5,R,Columbia Pictures,Shampoo (Legacy),"$56,632,988",1980
Horror,Drama,Mystery,7.2,136,7,R,Warner Bros,It (Dominion),"$309,768,584",2013
Sci-Fi,Adventure,Action,7.6,122,7,PG-13,Paramount Pictures,Iron Man 2 (Reckoning),"$711,250,448",2008
Thriller,Drama,,7.4,127,2,R,Paramount Pictures,Fatal Attraction (Return),"$139,494,846",1984
Sci-Fi,Adventure,Action,8.8,146,7,R,20th Century Fox,Aliens (Return),"$85,856,589",1981
Sci-Fi,Comedy,,6.8,91,3,PG-13,Columbia Pictures,Men in Black (Revolution),"$588,584,026",1994
Thriller,Horror,Drama,6.2,128,10,PG-13,DreamWorks,What Lies Beneath (Legacy),"$290,700,258",2005
War,Comedy,,6.3,106,5,R,Columbia Pictures,Stripes (Reborn),"$73,173,793",1979
War,Drama,Biography,7.1,156,10,R,Universal Pictures,Born on the Fourth of July (Legacy),"$178,457,599",1989
Romance,Drama,,8.6,139,2,PG-13,Paramount Pictures,Forrest Gump (Redux),"$754,096,175",2000
Thriller,Crime,,8.0,123,5,PG-13,Warner Bros,Ocean's Eleven (Return),"$418,669,635",2000
Fantasy,Adventure,Action,7.5,149,9,PG-13,Warner Bros,Man of Steel (Redux),"$724,055,377",2012
War,Drama,,8.9,156,4,R,Metro-Goldwyn-Mayer,Apocalypse Now (Reckoning),"$66,861,467",1975
Thriller,Crime,Action,7.2,121,6,PG-13,Universal Pictures,Fast & Furious 6 (Return),"$692,109,123",2018
Sci-Fi,Adventure,Action,8.3,129,6,PG-13,20th Century Fox,X-Men: Days of Future Past (Rising),"$799,429,561",2011
Animation,Adventure,Action,6.5,75,6,PG,Paramount Pictures,Madagascar: Escape 2 Africa (Revolution),"$591,465,730",2004
Romance,Horror,,7.1,126,9,R,Columbia Pictures,Bram Stoker's Dracula (Reckoning),"$174,120,581",1996
Thriller,Crime,Action,6.6,126,10,R,Warner Bros,Lethal Weapon 4 (Reborn),"$299,014,329",2004
Thriller,Crime,Action,7.4,117,5,R,20th Century Fox,Speed (Evolution),"$347,803,105",1993
Music,Comedy,,5.4,114,9,R,Universal Pictures,The Best Little Whorehouse in Texas (Redux),"$60,737,448",1986
Crime,Comedy,Action,5.4,95,8,PG,Universal Pictures,Smokey and the Bandit II (Reckoning),"$79,247,961",1981
Family,Western,Comedy,5.6,109,8,G,Walt Disney Pictures,The Apple Dumpling Gang (Rising),"$42,767,271",1975
War,Fantasy,Action,7.2,125,10,R,Warner Bros,300 (Reborn),"$459,978,982",2004
Fantasy,Drama,Comedy,7.3,95,4,PG,20th Century Fox,Big (Revolution),"$131,688,743",1995
Thriller,Adventure,Action,7.8,136,4,PG-13,Metro-Goldwyn-Mayer,Casino Royale (Origins),"$641,660,284",2004
Thriller,Crime,Action,7.4,121,6,PG-13,Universal Pictures,Fast & Furious 6 (Redux),"$798,953,025",2017
Adventure,Action,,7.8,134,3,PG-13,Columbia Pictures,Spider-Man 2 (Evolution),"$652,462,400",2002
Comedy,Adventure,Action,6.1,91,9,PG-13,Paramount Pictures,The Golden Child (Reckoning),"$72,863,273",1986
Fantasy,Family,Adventure,7.8,146,2,PG,Warner Bros,Harry Potter and the Prisoner of Azkaban (Evolution),"$784,837,850",2011
Romance,Comedy,,5.7,106,7,PG-13,Universal Pictures,Meet the Fockers (Reborn),"$511,203,657",2003
Romance,Horror,,7.7,129,9,R,Columbia Pictures,Bram Stoker's Dracula (Return),"$209,958,193",1989
Animation,Comedy,Family,6.3,80,6,PG,Universal Pictures,Minions (Redux),"$359,083,468",2019
Horror,Drama,Mystery,7.1,127,7,R,Warner Bros,It (Dominion),"$369,616,387",2020
Crime,Comedy,Action,6.7,125,7,PG-13,20th Century Fox,Mr. & Mrs. Smith (Rising),"$538,490,990",2005
Thriller,Horror,,5.5,123,7,PG,Universal Pictures,Jaws 2 (Return),"$76,481,517",1975
Animation,Comedy,Animation,7.0,101,3,PG,Universal Pictures,Despicable Me 2 (Rising),"$887,494,234",2015
Action,Comedy,,7.6,112,7,PG-13,Walt Disney Pictures,Ant-Man and the Wasp (Dominion),"$193,743,216",2022
Comedy,Action,,7.3,110,2,R,Paramount Pictures,Beverly Hills Cop (Rising),"$210,779,917",1990
Fantasy,Adventure,Action,6.5,133,6,PG-13,Universal Pictures,The Mummy (Revolution),"$369,635,702",1999
Sci-Fi,Romance,Action,7.2,128,3,PG,Warner Bros,Superman II (Revolution),"$88,931,603",1987
Drama,Crime,Comedy,7.0,97,10,R,Warner Bros,Risky Business (Reborn),"$76,084,385",1979
Action,Adventure,Drama,7.2,129,3,PG,Paramount Pictures,Indiana Jones and the Temple of Doom (Reborn),"$157,721,732",1986
Drama,Comedy,Animation,7.4,80,8,G,Universal Pictures,An American Tail (Evolution),"$91,972,861",1985
Fantasy,Family,Adventure,7.7,138,2,PG,Warner Bros,Harry Potter and the Prisoner of Azkaban (Return),"$703,855,344",2003
Thriller,Adventure,Action,7.8,134,4,PG-13,Metro-Goldwyn-Mayer,GoldenEye (Rising),"$387,968,220",1995
Sport,Romance,Comedy,6.5,105,5,PG,Paramount Pictures,Heaven Can Wait (Evolution),"$80,374,221",1975
Comedy,Animation,Adventure,7.4,100,7,G,Walt Disney Pictures,Monsters University (Legacy),"$866,615,734",2018
Comedy,Animation,Adventure,8.6,108,1,G,Walt Disney Pictures,Toy Story 3 (Revolution),"$925,980,131",2007
Adventure,Action,,8.5,116,1,PG-13,Paramount Pictures,Indiana Jones and the Last Crusade (Rising),"$416,814,738",1990
Comedy,Western,,7.2,108,10,PG-13,Columbia Pictures,City Slickers (Rising),"$205,466,725",1987
Adventure,Action,Fantasy,9.0,115,1,PG,20th Century Fox,Star Wars Episode V: The Empire Strikes Back (Evolution),"$201,488,298",1982
Thriller,Sci-Fi,Action,5.6,147,3,PG-13,Sony Pictures,Godzilla (Reckoning),"$382,299,821",2003
Sport,Drama,,6.8,94,4,PG,Metro-Goldwyn-Mayer,Rocky III (Evolution),"$128,267,966",1979
History,Drama,Biography,8.8,202,4,R,Universal Pictures,Schindler's List (Dominion),"$361,738,164",1990
Fantasy,Adventure,Action,7.9,128,2,PG-13,20th Century Fox,Star Wars Episode III: Revenge of the Sith (Revolution),"$744,524,369",2004
Comedy,Animation,Adventure,5.6,109,9,PG,Columbia Pictures,The Smurfs (Legacy),"$671,087,037",2010
Romance,Fantasy,,6.9,119,9,PG,Walt Disney Pictures,Cinderella (Redux),"$166,893,158",2021
Romance,Drama,Comedy,7.2,120,8,R,Universal Pictures,Four Weddings and a Funeral (Origins),"$219,261,667",1997
Romance,Horror,,7.7,117,9,R,Warner Bros,Interview with the Vampire: The Vampire Chronicles (Reckoning),"$253,199,412",1996
Animation,Animation,Adventure,8.4,87,9,G,Pixar,WALL-E (Dominion),"$523,937,478",2004
Animation,Comedy,Animation,7.9,122,6,G,Pixar,Ratatouille (Reckoning),"$508,894,210",2012
Sport,Romance,Comedy,6.8,108,5,PG,Paramount Pictures,Heaven Can Wait (Redux),"$68,438,366",1983
Comedy,Animation,Adventure,7.7,73,8,PG,20th Century Fox,Ice Age (Return),"$337,204,872",2001
Romance,Comedy,,6.8,92,8,PG-13,Sony Pictures,My Best Friend's Wedding (Revolution),"$320,173,120",1998
Romance,Musical,Comedy,6.8,117,5,PG-13,Universal Pictures,Mamma Mia! (Legacy),"$577,021,820",2010
Animation,Comedy,Family,5.9,92,6,PG,Universal Pictures,Minions (Legacy),"$286,476,876",2020
Animation,Action,Adventure,8.6,111,7,PG,Walt Disney Pictures,Zootopia (Return),"$388,191,019",2019
Thriller,Horror,,5.5,114,7,PG,Universal Pictures,Jaws 2 (Reborn),"$74,142,275",1983
